2	0.990099009901
5	0.990099009901
8	0.990099009901
11	0.990099009901
14	0.9748521381197
17	0.9748675545725
20	0.9597367813521
23	0.9447060645604
26	0.9000268239763
29	0.8706719865066
32	0.8271731416173
35	0.7843596051271
38	0.7422211179578
41	0.7007475745163
44	0.6463519161761
47	0.5798075131733
50	0.5149172444222
53	0.4642744800433
56	0.4022749049833
59	0.353916627408
62	0.3065471262333
65	0.2601471771355
68	0.2376790314009
71	0.192720141634
74	0.1709943072137
77	0.1495177683321
80	0.1282878956383
83	0.1181960665682
86	0.1081744164591
89	0.08744971557298
92	0.0776271826519
95	0.07852616967382
98	0.06878087904998
101	0.04856903479107
104	0.06001813680665
107	0.03995139872714
110	0.040882915993
113	0.0314155150181
116	0.03235356149059
119	0.03328977405013
122	0.02390515513264
125	0.02484778328363
128	0.01553700512319
131	0.01648594573154
134	0.01743304015194
137	0.01837829376686
140	0.009156873787105
143	0
146	0.01105792443849
149	0.01200568928405
152	0.01295162092874
155	0.01389572468621
